price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15,new_price
310950.0,4,2.5,2030,4997,2.0,0,0,3,8,2030.0,0,2004,0,2095,5500,306010.875
1100000.0,3,2.0,3010,5000,2.0,0,2,5,9,1890.0,1120,1931,0,2688,5000,1226942.0
287500.0,3,1.0,1810,7200,1.0,0,0,4,7,1130.0,680,1954,0,1810,8100,281445.96875
431000.0,3,1.0,1810,7200,1.0,0,0,4,7,1130.0,680,1954,0,1810,8100,281445.96875
226000.0,3,1.0,970,5000,1.0,0,0,3,6,970.0,0,1968,0,1290,5875,208621.5625
825000.0,3,1.75,2010,3090,1.5,0,0,5,7,1510.0,500,1926,0,1600,3150,694973.5625
175000.0,4,1.0,1300,6030,1.5,0,0,3,6,1300.0,0,1947,0,1240,6900,238702.703125
465750.0,3,1.5,1260,10350,1.0,0,0,3,7,1260.0,0,1959,0,1800,10350,254859.828125
659000.0,4,2.25,2610,24931,2.0,0,0,3,8,2610.0,0,1983,0,2550,18306,687248.125
595000.0,3,1.75,1910,5753,1.0,0,3,3,8,1110.0,800,1941,0,1630,5580,699113.6875
350000.0,3,2.25,1780,16290,2.0,0,0,4,8,1780.0,0,1987,0,1780,8810,353563.53125
270000.0,4,2.25,1900,8600,1.0,0,0,4,8,1900.0,0,1975,0,2120,8000,272912.0625
662500.0,6,2.25,2450,25600,1.0,0,2,3,7,1340.0,1110,1957,0,1850,10230,495839.8125
249900.0,3,1.75,1380,14000,1.0,0,0,4,5,1380.0,0,1939,1957,1490,18503,246643.078125
324500.0,3,1.75,1920,11340,1.0,0,0,4,7,1230.0,690,1977,0,1980,9638,381301.125
430000.0,2,1.75,1350,4003,1.0,0,0,3,8,1350.0,0,2004,0,1350,4479,454098.65625
419950.0,2,1.75,1350,4003,1.0,0,0,3,8,1350.0,0,2004,0,1350,4479,454098.65625
285000.0,4,1.75,2510,7440,1.0,0,2,4,8,1290.0,1220,1962,0,1790,8000,534627.4375
332000.0,4,2.5,2470,7780,2.0,0,0,3,8,2470.0,0,2002,0,2100,5972,337248.9375
282000.0,4,1.75,1660,10725,1.0,0,0,3,7,960.0,700,1956,0,1340,9023,246701.9375
320000.0,3,1.0,1340,5175,1.0,0,0,3,7,940.0,400,1987,0,1020,5500,332756.125
428750.0,3,1.0,1620,30736,1.5,0,0,4,7,1620.0,0,1911,1977,2440,28826,472100.9375
330000.0,3,2.25,2300,35287,2.0,0,0,3,8,2300.0,0,1977,0,1760,47916,360540.75
456500.0,4,3.5,2000,2309,3.0,0,0,3,8,2000.0,0,2008,0,1440,1548,406932.59375
352000.0,3,2.25,1640,11050,1.0,0,0,4,8,1640.0,0,1972,0,1870,11050,379108.1875
664000.0,4,2.0,1530,4080,1.5,0,0,4,7,1530.0,0,1912,0,1860,4080,600008.6875
628000.0,3,1.75,4000,11894,1.0,0,0,3,9,2190.0,1810,1987,0,2530,8650,689740.5625
512000.0,3,1.75,1610,12555,1.0,0,0,3,7,1080.0,530,1977,0,1780,10374,320738.5625
254000.0,3,2.0,2070,9000,1.0,0,0,4,7,1450.0,620,1969,0,1630,7885,273614.40625
535800.0,4,2.5,1900,5790,2.0,0,0,3,8,1900.0,0,1994,0,2030,5790,355755.6875
287653.0,3,1.0,1050,16050,1.0,0,0,4,7,1050.0,0,1960,1981,1610,27600,295222.25
438000.0,3,2.5,1520,1304,2.0,0,0,3,8,1180.0,340,2006,0,1270,1718,446959.9375
450000.0,4,1.75,2390,23899,1.0,0,0,3,7,1750.0,640,1949,0,1840,33900,463402.3125
327000.0,5,2.75,2400,8050,2.0,0,0,3,8,2400.0,0,1998,0,2400,8050,345495.15625
370500.0,4,2.5,1790,6120,2.0,0,0,3,7,1790.0,0,2005,0,1950,5660,309584.875
265000.0,3,2.5,1720,6271,2.0,0,0,3,7,1720.0,0,1993,0,1570,6587,256235.84375
450000.0,4,2.75,2980,13260,1.0,0,0,4,8,1800.0,1180,1979,0,1920,10731,513482.375
425000.0,3,1.0,1520,213444,1.5,0,3,5,8,1520.0,0,1988,0,2640,213444,611976.8125
166600.0,3,1.75,1150,8690,1.0,0,0,4,7,1150.0,0,1977,0,1330,7040,230333.484375
245000.0,1,0.75,380,15000,1.0,0,0,3,5,380.0,0,1963,0,1170,15000,210834.796875
565000.0,3,1.0,910,5212,1.0,0,0,3,7,910.0,0,1951,0,1520,6300,397013.625
539900.0,3,1.75,1650,10150,1.0,0,0,3,8,1230.0,420,1976,0,1930,8958,423986.3125
910000.0,3,3.5,2480,3200,2.0,0,0,3,10,2480.0,0,2010,0,1980,3200,871880.625
280000.0,4,2.5,2050,7416,2.0,0,0,3,8,2050.0,0,1990,0,2050,7920,334987.28125
275000.0,3,2.25,1420,8549,2.0,0,0,4,7,1420.0,0,1989,0,1560,7471,243587.984375
467000.0,3,2.5,3460,6590,2.0,0,0,3,7,3460.0,0,2001,0,2490,6312,467994.125
457500.0,3,2.5,1500,4445,2.0,0,0,3,8,1500.0,0,1996,0,1730,4408,428028.0
381156.0,2,1.0,1320,3090,1.0,0,0,4,7,1320.0,0,1908,0,1270,4120,528244.9375
289999.0,5,2.5,2180,8240,1.0,0,0,4,8,1220.0,960,1977,0,2050,7590,298587.3125
642450.0,3,1.75,1830,4160,1.0,0,0,3,7,1230.0,600,1919,0,1950,4160,603847.875
469950.0,3,2.25,1620,8701,1.0,0,0,3,7,1220.0,400,1962,0,1600,7910,459725.75
795000.0,3,2.0,2920,13650,1.0,0,2,5,8,1460.0,1460,1975,0,2920,10988,761967.75
785000.0,4,2.5,3300,10514,2.0,0,0,3,10,3300.0,0,1984,0,2820,11462,829272.0625
860000.0,3,2.25,3060,12095,2.0,0,0,3,10,3060.0,0,1983,0,3060,11455,803067.75
1095000.0,0,0.0,3064,4764,3.5,0,2,3,7,3064.0,0,1990,0,2360,4000,976339.0
147500.0,3,1.0,1530,8498,1.0,0,0,3,7,1530.0,0,1959,0,1380,8498,224756.265625
390000.0,3,2.0,1910,11576,1.0,0,0,3,7,1410.0,500,1978,0,2040,8750,453853.125
229000.0,3,1.0,1020,8100,1.0,0,0,3,7,1020.0,0,1954,0,1020,8100,246392.796875
185000.0,3,1.0,1150,8100,1.0,0,0,3,6,1150.0,0,1932,0,1120,8100,238360.859375
414900.0,3,1.5,1260,9570,1.0,0,0,3,7,870.0,390,1941,0,1620,7000,400164.59375
200000.0,4,2.0,1920,4822,1.0,0,0,2,6,920.0,1000,1914,0,1120,4822,212189.453125
225000.0,4,2.25,1800,9350,1.0,0,0,3,8,1800.0,0,1969,0,2060,8800,417678.125
720000.0,3,1.75,2040,4000,2.0,0,0,5,7,1360.0,680,1924,0,1610,4000,643719.0625
930000.0,4,2.5,2200,4000,2.0,0,0,5,8,1430.0,770,1908,0,2100,4000,903583.9375
1270000.0,5,2.5,3200,17204,1.0,0,0,3,7,2160.0,1040,1952,0,4090,15732,1434546.0
700000.0,5,3.25,2400,3118,2.0,0,0,4,7,1780.0,620,1928,0,2100,3941,809625.8125
466000.0,2,1.5,1140,1058,3.0,0,0,3,7,1140.0,0,2005,0,1170,1116,274894.6875
374000.0,3,1.5,1330,10640,1.0,0,0,3,7,1330.0,0,1976,0,1460,8520,334248.53125
480000.0,3,2.5,1940,10035,2.0,0,0,4,8,1940.0,0,1994,0,2810,8333,509659.71875
740000.0,3,2.5,3000,25341,2.0,0,0,3,9,3000.0,0,1995,0,3000,32417,633740.875
1010000.0,4,1.0,1820,5400,1.5,0,0,3,8,1820.0,0,1923,2014,1820,5400,787050.8125
395000.0,4,2.5,2910,5000,2.0,0,0,3,8,2910.0,0,2002,0,2740,5045,557543.625
340000.0,2,1.0,1090,6771,1.0,0,0,3,6,1090.0,0,1954,0,1200,4992,288134.40625
209000.0,3,2.0,1230,1340,2.0,0,0,3,7,1020.0,210,2003,0,1260,1312,336896.5
431650.0,5,2.5,1710,7700,1.5,0,0,3,7,1710.0,0,1962,0,1530,7700,226168.984375
980000.0,5,2.5,3160,11470,1.0,0,0,4,9,1780.0,1380,1971,0,3260,11470,1070180.375
660000.0,3,2.5,2680,28243,2.0,0,0,3,9,2680.0,0,1993,0,2670,32130,557051.125
730000.0,4,2.25,2190,9009,2.0,0,0,4,8,1840.0,350,1977,0,2190,10251,804125.1875
291500.0,3,1.75,1260,9600,1.0,0,0,4,7,1260.0,0,1988,0,1640,9946,300365.625
905000.0,4,3.5,2970,14486,2.0,0,0,3,9,2340.0,630,1997,0,3680,14486,702656.6875
800000.0,4,2.5,2570,50308,1.5,0,0,3,10,2570.0,0,1993,0,3420,37891,855526.0
839900.0,4,3.5,3810,13592,1.0,0,1,3,9,2560.0,1250,2013,0,3230,9311,853907.5625
200000.0,1,1.5,1010,1157,2.0,0,0,3,8,950.0,60,2007,0,1360,1688,209838.09375
300000.0,3,2.0,1480,6698,1.0,0,0,4,7,1080.0,400,1979,0,1850,7348,301607.25
530000.0,3,1.75,1250,6041,1.5,0,0,5,7,1250.0,0,1942,0,1180,6042,456816.09375
314950.0,3,2.25,1654,8479,2.0,0,0,3,7,1654.0,0,1995,0,1654,8479,263734.5625
255000.0,3,1.75,1410,9315,1.0,0,0,5,7,1410.0,0,1960,0,1630,8250,297259.875
550000.0,5,2.75,2160,5720,1.0,0,0,5,7,1500.0,660,1950,0,2160,4996,495738.28125
435000.0,3,1.0,1400,4800,1.0,0,0,4,6,700.0,700,1917,0,1470,6000,355987.0
234000.0,3,1.75,1420,8738,1.0,0,0,4,7,1420.0,0,1966,0,1660,8738,264020.15625
615000.0,4,2.25,2500,10062,1.0,0,0,3,8,1600.0,900,1975,0,2500,9750,652245.9375
205000.0,3,2.0,1410,8384,1.0,0,0,3,7,1410.0,0,1985,0,1410,9205,259899.90625
384000.0,4,1.75,2100,7135,1.0,0,0,4,7,1050.0,1050,1955,0,1730,4000,533397.8125
324000.0,3,2.5,1750,7208,2.0,0,0,3,8,1750.0,0,1994,0,2050,7524,279732.3125
645000.0,3,1.75,2070,5500,1.0,0,0,4,7,1130.0,940,1946,0,1800,4400,639714.9375
570000.0,3,3.25,1570,1777,2.0,0,0,3,8,1260.0,310,2007,0,1000,1777,436384.09375
324000.0,3,2.5,1920,5322,2.0,0,0,3,8,1920.0,0,1999,0,1920,5000,405468.0625
270000.0,2,1.0,1000,10320,1.0,0,0,3,6,1000.0,0,1943,0,1100,5160,266028.0625
290000.0,5,1.5,2120,7700,1.5,0,0,5,7,2120.0,0,1962,0,1730,7700,259244.828125
250000.0,3,2.0,1440,9220,1.0,0,0,3,7,1440.0,0,1965,0,1390,7830,305346.9375
342000.0,3,1.75,1660,16275,2.0,0,0,3,7,1660.0,0,1990,0,1520,16275,321258.9375
255000.0,3,1.5,1340,8450,1.0,0,0,4,7,1340.0,0,1958,0,1340,8920,270469.125
800000.0,3,2.25,2380,11824,1.0,0,0,4,9,1450.0,930,1972,0,2750,11491,760232.9375
451000.0,3,1.75,1560,4049,1.5,0,2,3,7,1000.0,560,1926,0,1430,3738,472848.125
990000.0,4,2.5,2780,10480,1.0,0,3,3,7,1390.0,1390,1967,0,2860,10506,495492.5
288400.0,4,2.5,1860,6687,1.0,0,0,4,7,1220.0,640,1983,0,1860,6117,384747.6875
420000.0,3,1.5,2390,4600,2.0,0,0,3,8,1750.0,640,1920,1995,1690,5220,663083.125
359000.0,2,2.75,1370,1140,2.0,0,0,3,8,1080.0,290,2009,0,1370,1090,396924.09375
390000.0,4,3.0,2570,262018,1.0,0,0,3,7,1420.0,1150,1988,0,2260,19811,608310.8125
300000.0,3,2.5,1320,2614,2.0,0,0,3,7,1320.0,0,2005,0,1320,2533,247794.5
545000.0,5,2.5,2520,7863,1.0,0,0,3,7,1500.0,1020,1981,0,2030,8580,413793.15625
288349.0,3,1.0,1250,18616,1.0,0,0,4,6,1250.0,0,1972,0,1920,15654,296657.15625
299900.0,3,2.25,1560,35026,1.0,0,0,3,7,1290.0,270,1985,0,1660,35160,345555.375
891000.0,4,2.0,2330,5000,1.5,0,0,5,7,1720.0,610,1925,0,2090,5000,665857.8125
1200000.0,3,2.0,3660,22410,1.0,0,3,4,9,1830.0,1830,1947,0,2680,8250,1096703.375
378000.0,4,2.5,2790,4650,2.0,0,0,3,8,2790.0,0,2004,0,2820,4650,495000.25
299995.0,2,1.0,1060,7200,1.0,0,0,4,6,1060.0,0,1951,0,1850,8291,291171.6875
253000.0,3,2.5,2020,6564,1.0,0,0,3,7,1310.0,710,1994,0,1710,5151,320384.03125
350000.0,3,2.25,1580,47916,1.0,0,0,3,7,1580.0,0,1979,0,1980,75358,393485.09375
565000.0,4,3.0,2020,4300,1.5,0,0,3,6,2020.0,0,1900,0,1290,3440,562051.375
315000.0,2,1.0,970,5665,1.0,0,0,4,6,970.0,0,1908,0,1490,4429,387577.0625
570000.0,4,3.0,1490,6766,1.5,0,1,5,7,1490.0,0,1915,0,1990,6526,539693.75
971000.0,5,3.5,4390,10140,2.0,0,0,3,9,3350.0,1040,2005,0,2010,8400,965461.6875
915000.0,5,2.5,2750,5589,1.5,0,0,5,9,1840.0,910,1910,0,1460,4250,944829.4375
419000.0,4,1.5,2150,23568,1.0,0,0,4,7,2150.0,0,1950,0,2150,10125,407308.6875
260000.0,4,1.75,1810,7480,1.0,0,0,3,7,1230.0,580,1977,0,1870,9594,270252.6875
1321500.0,3,3.0,2230,12968,2.0,0,0,3,9,2230.0,0,1990,0,2260,10160,541025.4375
369950.0,3,1.0,2430,10720,1.0,0,0,3,7,2430.0,0,1977,0,1660,11560,364945.0
1029900.0,3,2.5,3680,13384,2.0,0,0,3,10,3680.0,0,1994,0,3600,11306,931621.0
435000.0,5,1.0,1410,6750,1.5,0,0,3,6,1410.0,0,1929,0,1360,6750,311154.25
601000.0,3,1.75,1330,6743,1.0,0,0,3,8,1330.0,0,1958,2002,2600,7350,634030.0
460500.0,3,1.0,1490,10650,1.0,0,0,3,7,1150.0,340,1963,0,1730,9800,265462.25
720000.0,3,2.5,2020,1159,3.0,0,3,3,8,2020.0,0,2000,0,1920,3600,713327.25
851000.0,4,2.5,3130,13202,2.0,0,0,3,10,3130.0,0,1996,0,2840,10470,724376.125
550000.0,4,3.0,2670,5000,2.0,0,2,3,7,2670.0,0,1916,1978,2300,5000,704399.4375
700000.0,4,1.0,1980,4560,1.5,0,0,3,7,1980.0,0,1920,0,1810,3245,670467.875
323000.0,3,1.75,2100,14850,1.0,0,0,4,7,2100.0,0,1963,0,1930,17238,324945.3125
345500.0,3,1.0,1350,8581,1.0,0,0,5,6,1350.0,0,1944,0,2080,8451,344613.0
378000.0,4,1.5,2140,7920,1.0,0,0,3,7,1190.0,950,1959,0,2140,7238,314723.25
650000.0,4,2.0,2208,5000,3.0,0,0,5,8,2208.0,0,1917,0,1760,5000,663498.1875
385000.0,3,2.0,1010,7380,1.0,0,0,3,7,1010.0,0,1982,0,1650,9030,248819.453125
425000.0,2,1.0,970,2970,1.0,0,0,3,7,970.0,0,1910,0,1670,3000,615436.9375
210000.0,4,2.0,1520,6174,1.5,0,0,5,6,1520.0,0,1920,0,1390,5407,276746.5
630000.0,4,2.5,2740,43101,2.0,0,0,3,9,2740.0,0,1993,0,2740,33447,620665.25
335000.0,3,1.75,1570,7500,1.0,0,1,3,7,1300.0,270,1953,0,1590,7660,370709.0
196500.0,3,1.0,1320,9000,1.0,0,0,3,7,1320.0,0,1966,0,1320,9800,212098.609375
582800.0,4,2.75,2550,7636,1.0,0,0,3,8,1440.0,1110,1986,0,2290,8223,344890.5
440000.0,3,1.75,1560,7207,1.0,0,0,3,7,1250.0,310,1983,0,1540,7485,283669.0625
752500.0,4,2.25,2360,8616,2.0,0,0,4,8,2360.0,0,1974,0,2360,9337,698029.0625
532500.0,3,1.75,1330,5000,2.0,0,0,4,7,1210.0,120,1909,0,1500,4000,510568.25
265000.0,3,1.0,1070,9000,1.0,0,0,4,7,1070.0,0,1950,0,1840,12000,314964.25
397500.0,3,1.25,1510,13737,1.0,0,3,4,6,810.0,700,1961,0,2560,10202,572510.4375
524250.0,3,2.5,1710,3469,2.0,0,0,3,8,1710.0,0,1999,0,2120,3560,475873.9375
765000.0,4,2.75,2790,10819,2.0,0,0,3,10,2790.0,0,1996,0,3080,12603,755297.0
648000.0,4,2.5,2620,5450,2.0,0,0,3,9,2620.0,0,2001,0,2590,5371,398246.71875
469500.0,5,2.5,2970,24759,1.0,0,0,4,8,1670.0,1300,1969,0,2100,21803,507101.6875
237500.0,3,1.75,1050,7854,1.0,0,0,4,7,1050.0,0,1975,0,1360,7668,230645.65625
216000.0,3,1.0,1280,8712,1.0,0,0,4,7,1280.0,0,1956,0,1420,8800,273042.65625
427200.0,3,1.0,1030,8400,1.0,0,0,4,7,1030.0,0,1963,0,1270,8400,213900.6875
280000.0,3,2.25,1900,7800,1.0,0,0,4,8,1390.0,510,1977,0,1730,7800,303225.0
718000.0,5,3.0,3070,9804,1.0,0,0,4,9,1740.0,1330,1968,0,2550,9689,832925.0625
420000.0,2,2.75,1760,4139,2.0,0,0,3,8,1760.0,0,2010,0,1870,3076,422877.75
379000.0,2,1.0,930,5400,1.0,0,0,3,7,930.0,0,1952,0,1050,5400,338191.71875
326100.0,2,1.0,880,7683,1.0,0,0,3,6,880.0,0,1942,0,1370,7695,206005.09375
535000.0,3,2.5,1360,1016,3.0,0,0,3,7,1310.0,50,2003,0,1365,1156,302349.96875
283000.0,4,2.75,2130,8560,1.0,0,0,3,7,1560.0,570,1992,0,2130,8560,306900.0625
260000.0,3,1.0,1480,7469,1.5,0,0,3,6,1120.0,360,1940,0,1460,7379,289271.3125
399000.0,4,1.0,1500,6388,1.5,0,0,4,7,1500.0,0,1951,0,980,5366,307286.75
484950.0,3,2.25,1670,5004,2.0,0,0,3,8,1670.0,0,1987,0,1850,5276,498340.9375
640000.0,4,1.75,2060,9828,1.0,0,0,4,8,2060.0,0,1960,0,2260,9996,682456.1875
585000.0,4,2.5,2160,8158,1.0,0,0,4,8,1660.0,500,1952,0,1520,7208,668556.4375
645000.0,4,2.0,2780,11583,1.0,0,3,3,8,1190.0,1590,1955,0,2580,10241,576578.6875
253000.0,3,2.0,1490,7651,1.0,0,0,3,7,1490.0,0,1988,0,1590,7795,258613.671875
178500.0,2,1.0,740,6460,1.0,0,0,3,6,740.0,0,1953,0,1170,6975,190047.28125
291000.0,4,2.5,1860,6325,2.0,0,0,4,7,1860.0,0,1991,0,1860,6449,291279.84375
199950.0,2,2.75,1590,20917,1.5,0,0,3,5,1590.0,0,1920,0,1310,6000,222798.015625
553500.0,2,1.0,850,2340,1.0,0,0,3,7,850.0,0,1922,0,1300,3000,543822.25
189950.0,2,1.0,1030,4188,1.0,0,0,3,8,1030.0,0,1981,0,1450,3376,185188.828125
289000.0,3,2.0,1850,9550,1.0,0,0,3,8,1850.0,0,1988,0,2250,9550,284156.0
700000.0,4,2.0,1830,4590,2.0,0,0,3,8,1830.0,0,1908,0,1650,4590,819200.75
270000.0,3,2.0,1560,8853,1.0,0,0,3,7,1560.0,0,1967,0,1610,8750,290578.90625
258000.0,4,1.75,1730,8320,1.0,0,0,3,7,1230.0,500,1977,0,1840,9800,280866.0625
530000.0,3,2.5,1930,7214,2.0,0,0,3,8,1930.0,0,2005,0,1930,7266,337466.875
245000.0,3,2.25,1422,3677,2.0,0,0,3,7,1422.0,0,2012,0,1677,3677,271056.625
563000.0,3,2.0,1380,5000,1.5,0,0,4,7,1380.0,0,1917,0,1350,5000,609174.6875
515000.0,3,2.5,2430,4203,2.0,0,0,3,8,2430.0,0,2001,0,2500,4798,518619.34375
325000.0,4,2.5,2610,7091,2.0,0,0,3,9,2610.0,0,1987,0,2610,7773,523616.1875
540000.0,3,2.25,2000,217800,2.0,0,0,3,8,2000.0,0,1996,0,2220,217800,447717.8125
280300.0,2,1.0,920,5000,1.0,0,0,4,6,490.0,430,1949,0,1500,5000,235573.359375
460000.0,4,1.75,1750,5500,1.5,0,0,5,7,1050.0,700,1926,0,1640,5500,444019.9375
475000.0,3,1.75,2020,8970,1.0,0,0,4,7,1180.0,840,1981,0,2140,8008,372681.96875
900000.0,4,2.25,2460,44431,1.0,0,0,4,9,2460.0,0,1957,0,2830,44431,938872.0
538200.0,4,3.0,1780,7260,1.0,0,0,4,8,1780.0,0,1964,0,1810,7920,538938.3125
429000.0,2,1.0,1080,3600,1.0,0,0,3,7,1080.0,0,1922,0,2230,4500,564575.6875
164808.0,3,1.0,1250,5411,1.0,0,0,3,7,1250.0,0,1980,0,1490,6320,273667.4375
520000.0,4,2.25,1870,7700,2.0,0,0,3,7,1870.0,0,1977,0,1970,7700,380528.0625
475000.0,3,1.75,1700,8432,1.0,0,0,3,8,1230.0,470,1977,0,1800,7842,443338.875
283000.0,4,1.5,1480,47045,1.0,0,0,5,6,1480.0,0,1942,0,1530,11000,246355.640625
321500.0,4,2.5,1930,6228,2.0,0,0,3,8,1930.0,0,2000,0,1930,6168,303524.1875
840000.0,4,2.75,3130,21810,2.0,0,0,4,10,3130.0,0,1993,0,3330,21810,886702.0625
287000.0,3,2.25,1370,6000,2.0,0,0,4,7,1370.0,0,1992,0,1370,6200,263332.5625
375000.0,3,1.75,960,8106,1.0,0,0,3,7,960.0,0,1962,0,1650,8035,353669.375
349500.0,3,1.75,1260,7128,1.0,0,0,4,7,1260.0,0,1969,0,1330,7326,245859.515625
446450.0,3,1.5,1480,7749,1.0,0,0,5,7,1480.0,0,1960,0,1140,5320,288012.75
315000.0,4,2.5,1930,9643,2.0,0,0,4,7,1930.0,0,1992,0,1930,7525,311826.0
271310.0,2,1.0,870,5340,1.5,0,0,2,6,870.0,0,1906,0,1190,4440,312930.25
315000.0,4,1.0,1300,8400,1.5,0,0,4,7,1300.0,0,1953,0,1330,8400,283515.1875
245000.0,3,1.75,1490,6930,1.0,0,0,4,7,1490.0,0,1990,0,1880,6861,270987.3125
543115.0,2,1.0,1380,5484,1.0,0,0,3,8,1030.0,350,1947,0,1380,5347,400118.53125
900000.0,4,2.0,1190,8190,1.5,0,0,3,7,1190.0,0,1945,0,1190,1567,534865.625
2450000.0,4,4.25,4250,6552,2.0,0,3,4,10,2870.0,1380,2008,0,3640,8841,1184998.875
554000.0,2,2.0,1920,6045,1.0,0,0,3,8,1920.0,0,2003,0,1670,5200,587225.625
249900.0,3,1.75,2080,12522,1.0,0,0,5,6,2080.0,0,1950,0,1690,11200,262043.90625
768000.0,3,2.5,3220,54160,2.0,0,2,4,9,2690.0,530,1981,0,3460,44374,794522.6875
980000.0,4,3.0,3680,5854,1.0,0,3,3,10,2060.0,1620,1967,0,3140,5000,1189329.5
395000.0,5,2.5,2070,9600,1.0,0,0,3,7,1270.0,800,1962,0,1950,7800,511169.96875
415000.0,3,1.75,1480,2200,2.0,0,0,3,7,1480.0,0,1995,0,1360,2190,377596.03125
380000.0,4,2.5,2000,6921,2.0,0,0,3,8,2000.0,0,2003,0,2430,6339,328425.9375
566000.0,3,2.5,1560,5259,2.0,0,0,3,8,1560.0,0,1999,0,2170,5461,330007.4375
218500.0,2,1.0,1600,8961,1.0,0,0,4,7,1390.0,210,1949,0,1502,6798,435733.8125
550000.0,4,2.5,1940,10500,1.0,0,0,4,7,1140.0,800,1976,0,2200,10500,500864.5
512031.0,3,1.75,1540,3000,1.0,0,2,3,7,770.0,770,1920,0,1420,4200,577099.5625
197500.0,2,1.0,820,8860,1.0,0,0,3,6,820.0,0,1950,0,1660,15375,170561.015625
470000.0,3,2.25,1780,8784,1.0,0,0,3,7,1230.0,550,1977,0,1780,7704,316708.71875
590000.0,3,1.75,1560,242629,1.0,0,0,3,7,1560.0,0,1981,0,2320,220654,336563.90625
465000.0,4,2.25,2210,8862,1.0,0,0,4,8,1270.0,940,1977,0,2030,8862,312914.1875
499000.0,2,1.75,2040,114562,1.0,0,0,4,7,2040.0,0,1968,0,1850,94960,480675.21875
515000.0,3,2.25,1920,11500,1.0,0,0,3,8,1920.0,0,1972,2000,2260,8866,596485.0
716500.0,3,1.75,1930,5000,1.0,0,0,3,9,1230.0,700,1936,0,2300,6000,795758.0
410000.0,3,2.0,1700,4250,1.0,0,0,3,6,890.0,810,1944,0,1440,4250,399184.5625
850000.0,4,3.25,3450,6500,2.0,0,0,3,8,2450.0,1000,1994,0,1750,6500,637764.8125
1050000.0,4,3.25,3440,35021,2.0,0,0,3,10,3440.0,0,1983,0,3440,35021,894544.3125
648000.0,4,2.5,2380,13435,2.0,0,0,3,10,2380.0,0,1992,0,2730,9677,652474.1875
620000.0,4,2.25,2400,5350,1.5,0,0,4,7,1460.0,940,1929,0,1250,4880,585959.5625
935000.0,4,4.5,5670,84267,2.0,0,2,3,11,5670.0,0,2008,0,4100,83729,1574651.0
379000.0,3,1.0,1140,10320,1.0,0,0,4,7,1140.0,0,1963,0,1140,10412,215282.953125
699000.0,3,1.75,1670,5375,1.0,0,0,3,7,1270.0,400,1952,0,1460,6125,593542.25
528000.0,4,2.25,1910,8005,1.0,0,0,3,8,1280.0,630,1960,0,1860,8010,384897.875
425000.0,3,1.75,1560,9452,1.0,0,0,4,8,1560.0,0,1974,0,2200,9985,393628.75
249500.0,2,1.75,1500,8645,1.0,0,0,4,7,1500.0,0,1963,0,1220,8645,234114.453125
1035480.0,5,3.25,4475,6642,2.0,0,0,3,9,4475.0,0,2014,0,3720,6633,946594.0
790000.0,4,2.75,2840,11900,1.0,0,3,4,9,1640.0,1200,1961,0,2790,10070,841298.75
399950.0,3,1.0,1020,18050,1.0,0,0,3,7,1020.0,0,1969,0,1750,11640,299163.59375
275000.0,3,1.5,1410,9000,1.0,0,0,3,7,1410.0,0,1953,0,1910,7214,278121.9375
550000.0,3,1.0,1520,2500,1.5,0,0,3,8,1520.0,0,1912,0,1880,3600,906872.4375
140000.0,1,1.0,730,6890,1.0,0,0,4,4,730.0,0,1926,0,1790,7969,165837.546875
250000.0,3,1.0,1190,6250,1.0,0,0,3,7,990.0,200,1954,0,1760,6434,384972.84375
318000.0,3,2.25,1410,8909,2.0,0,2,3,7,1410.0,0,1988,0,2050,8909,295525.4375
505000.0,2,1.0,1240,57000,1.0,0,0,3,7,1240.0,0,1962,0,3050,25545,429597.125
470500.0,5,2.5,2500,9248,1.0,0,0,3,8,1300.0,1200,1966,0,2090,8568,470240.15625
360000.0,3,1.0,1050,9206,1.5,0,0,3,7,1050.0,0,1954,0,1380,6384,244295.703125
1242500.0,4,2.75,2680,8500,1.0,0,4,4,9,1480.0,1200,1962,0,2940,8650,1064022.125
986000.0,3,2.5,2380,16080,1.0,0,2,4,9,1340.0,1040,1964,0,2560,10070,553813.4375
515000.0,2,1.0,1060,4228,1.0,0,0,3,7,860.0,200,1906,0,1060,4187,493978.5625
320000.0,3,1.75,2300,41900,1.0,0,0,4,8,1310.0,990,1939,0,1160,8547,377420.25
310000.0,4,3.0,2010,7426,1.0,0,0,5,7,1090.0,920,1951,0,1470,7426,385450.125
356700.0,2,1.0,1090,5000,1.0,0,0,4,7,730.0,360,1942,0,990,5250,330591.59375
775000.0,4,1.75,2320,5595,1.0,0,0,3,7,1510.0,810,1956,0,1840,5596,656613.3125
325000.0,3,1.0,1040,7541,1.0,0,0,3,6,1040.0,0,1951,0,1140,6100,259909.65625
208000.0,4,2.75,1810,8677,1.5,0,0,3,7,1810.0,0,1962,0,1740,8677,210399.953125
825000.0,2,1.0,1150,12775,1.0,1,4,4,6,1150.0,0,1908,0,2440,11852,935316.9375
515000.0,3,2.5,2360,11254,1.0,0,2,3,9,2360.0,0,1990,0,2390,11254,531319.4375
490000.0,3,1.5,1970,3400,1.5,0,0,4,8,1420.0,550,1929,0,1940,4000,633418.1875
